"anio","tipoInstitucion","institucion","uacad","carrera","titulo","gestion","nivel","estVarones","estMujeres","niVarones","niMujeres","reinsVarones","reinsMujeres","egVarones","egMujeres"
2010,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",127,10,58,6,69,4,1,0
2010,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",31,7,10,4,21,3,0,0
2010,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",489,73,123,19,366,54,17,11
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,931,666,130,0,801,154,74
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",300,61,47,14,253,47,37,16
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,801,497,75,0,726,95,33
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",218,53,26,8,192,45,12,2
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,170,212,32,853,138,48,11
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",632,136,95,19,537,117,25,3
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",800,215,156,28,644,187,29,11
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,413,368,60,0,353,45,14
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",125,40,27,4,98,36,6,0
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",714,170,90,14,624,156,22,7
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",41,12,20,3,21,9,0,0
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,564,211,76,0,488,42,14
2010,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",167,50,44,7,123,43,6,3
2010,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",43,5,37,5,6,0,0,0
2011,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",0,203,298,45,0,158,43,10
2011,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática - Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",320,44,78,9,242,35,45,11
2011,"Universidad                                       ","Universidad Católica de La Plata","Facultad de Ciencias Exáctas y Tecnología","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",94,24,23,7,71,17,11,2
2011,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",93,7,0,0,93,7,3,0
2011,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",27,8,4,1,23,7,0,0
2011,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",91,13,91,13,0,0,0,0
2011,"Universidad                                       ","Universidad Nacional del Chaco Austral","Rectorado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",162,43,64,26,98,17,0,0
2011,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",492,70,122,18,370,52,19,5
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,891,782,120,0,771,226,191
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",285,56,44,10,241,46,36,9
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,783,585,117,0,666,69,22
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",220,49,32,4,188,45,11,2
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",973,136,181,19,792,117,44,4
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",611,130,82,7,529,123,35,9
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",728,189,94,19,634,170,22,7
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,379,325,45,0,334,46,17
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",140,45,33,10,107,35,10,5
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",692,172,77,17,615,155,18,3
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",39,14,18,7,21,7,0,0
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,549,339,92,0,457,11,12
2011,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",181,49,49,11,132,38,8,5
2011,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",75,12,43,6,32,6,0,0
2012,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",0,199,219,43,0,156,81,5
2012,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática - Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",311,36,64,8,247,28,34,8
2012,"Universidad                                       ","Universidad Católica de La Plata","Facultad de Ciencias Exáctas y Tecnología","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",84,24,22,5,62,19,2,2
2012,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",72,4,0,0,72,4,10,1
2012,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",24,7,4,2,20,5,6,3
2012,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",168,17,91,9,77,8,0,0
2012,"Universidad                                       ","Universidad Nacional del Chaco Austral","Rectorado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",159,42,66,20,93,22,0,0
2012,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",462,69,103,16,359,53,19,2
2012,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Software","Estatal                                           ","Grado               ",58,13,58,13,0,0,0,0
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,757,636,96,0,661,253,49
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",282,50,55,7,227,43,10,0
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,770,652,128,0,642,52,21
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",209,47,23,2,186,45,23,5
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",861,127,135,22,726,105,44,10
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",628,139,83,22,545,117,37,6
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",710,184,91,24,619,160,13,9
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,346,346,20,0,326,64,20
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",144,42,29,8,115,34,4,1
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",713,160,104,14,609,146,22,7
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",38,10,13,2,25,8,0,0
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,553,320,108,0,445,28,21
2012,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",196,42,49,8,147,34,3,1
2012,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",94,16,27,5,67,11,2,0
2013,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",0,189,225,33,0,156,57,7
2013,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática - Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",308,36,63,10,245,26,38,4
2013,"Universidad                                       ","Universidad Católica de La Plata","Facultad de Ciencias Exáctas y Tecnología","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",88,15,18,2,70,13,1,0
2013,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",53,3,0,0,53,3,1,0
2013,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",25,8,5,2,20,6,0,0
2013,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",172,31,70,12,102,19,0,0
2013,"Universidad                                       ","Universidad Nacional del Chaco Austral","Rectorado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",169,44,64,18,105,26,0,0
2013,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",345,50,1,0,344,50,24,6
2013,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Software","Estatal                                           ","Grado               ",98,24,62,12,36,12,0,0
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,643,547,79,0,564,167,24
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",259,44,40,8,219,36,8,4
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,597,377,82,0,515,46,20
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",202,41,32,4,170,37,5,4
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",901,149,135,31,766,118,16,5
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",634,122,104,11,530,111,31,8
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",699,176,120,20,579,156,17,9
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,311,285,19,0,292,44,16
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",131,42,15,4,116,38,17,6
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",670,144,77,12,593,132,39,19
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",48,8,14,2,34,6,0,0
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,498,153,35,0,463,17,13
2013,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",212,48,52,7,160,41,2,7
2013,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",83,21,8,4,75,17,0,0
2014,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",0,178,223,28,0,150,124,9
2014,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática - Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",297,31,47,5,250,26,48,5
2014,"Universidad                                       ","Universidad Católica de La Plata","Facultad de Ciencias Exáctas y Tecnología","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",82,13,8,0,74,13,0,0
2014,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",43,2,0,0,43,2,9,0
2014,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",26,8,6,3,20,5,3,0
2014,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",221,34,76,10,145,24,0,0
2014,"Universidad                                       ","Universidad Nacional del Chaco Austral","Rectorado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",203,41,80,12,123,29,0,0
2014,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",241,35,0,0,241,35,18,4
2014,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",175,33,104,14,71,19,0,0
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,680,638,108,0,572,134,14
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",252,42,34,9,218,33,20,2
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,564,446,58,0,506,67,25
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",203,34,30,3,173,31,7,2
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",856,147,143,21,713,126,24,5
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",660,121,112,22,548,99,39,10
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",701,184,120,33,581,151,14,7
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,288,302,22,0,266,83,28
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",119,36,23,6,96,30,2,2
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",652,142,81,18,571,124,60,13
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",45,5,14,2,31,3,0,0
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,468,164,44,0,424,24,11
2014,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",237,44,57,7,180,37,23,2
2014,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",88,24,28,4,60,20,2,0
2015,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",0,173,203,33,0,140,79,12
2015,"Universidad                                       ","Universidad Abierta Interamericana","Facultad de Tecnología Informática - Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas Informáticos","Privada                                           ","Grado               ",255,31,34,3,221,28,32,7
2015,"Universidad                                       ","Universidad Católica de La Plata","Facultad de Ciencias Exáctas y Tecnología","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",70,10,4,0,66,10,9,1
2015,"Universidad                                       ","Universidad Empresarial Siglo 21","Grado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",27,2,0,0,27,2,4,1
2015,"Universidad                                       ","Universidad Maimónides","Escuela de Comunicación Multimedial","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",18,5,0,0,18,5,8,3
2015,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",267,45,77,16,190,29,0,0
2015,"Universidad                                       ","Universidad Nacional del Chaco Austral","Rectorado","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",180,30,58,7,122,23,0,0
2015,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Computación","Estatal                                           ","Grado               ",177,22,0,0,177,22,14,3
2015,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",230,47,104,23,126,24,0,0
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Buenos Aires","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,737,673,101,0,636,205,51
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Concepción del Uruguay","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",253,37,51,2,202,35,26,4
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Córdoba","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,568,500,96,0,472,54,17
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Delta","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",195,36,28,2,167,34,16,0
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional La Plata","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",769,133,109,21,660,112,48,7
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Mendoza","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",697,108,134,11,563,97,37,6
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Resistencia","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",724,167,132,17,592,150,16,1
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Rosario","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,338,333,36,0,302,62,19
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional San Francisco","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",132,35,27,8,105,27,7,3
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Santa Fé","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",646,128,104,11,542,117,24,4
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Trenque Lauquen","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",42,5,9,2,33,3,0,0
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",0,451,148,46,0,405,2,8
2015,"Universidad                                       ","Universidad Tecnológica Nacional","Facultad Regional Villa María","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Estatal                                           ","Grado               ",219,49,51,6,168,43,14,4
2015,"Universidad                                       ","Universidad del Centro Educativo Latinoamericano","Facultad de Química","Ingeniería en Sistemas","Ingeniería en Sistemas de Información","Privada                                           ","Grado               ",94,29,27,4,67,25,1,3
2010,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Ingeniería en Sistemas","Ingeniería en Sistemas","Privada                                           ","Grado               ",178,23,46,6,132,17,17,6
2010,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas - Sede Mar del Plata","Ingeniería en Sistemas","Ingeniería en Sistemas","Privada                                           ","Grado               ",85,9,16,4,69,5,1,0
2010,"Universidad                                       ","Universidad Nacional de Chilecito","Escuela de Tecnología de la Información y las Comunicaciones","Ingeniería en Sistemas","Ingeniería en Sistemas","Estatal                                           ","Grado               ",138,46,36,12,102,34,1,0
2010,"Universidad                                       ","Universidad Nacional de La Pampa","Facultad de Ingeniería","Ingeniería en Sistemas","Ingeniería en Sistemas","Estatal                                           ","Grado               ",127,33,42,8,85,25,1,1
2010,"Universidad                                       ","Universidad Nacional de La Rioja","Sede Chamical","Ingeniería en Sistemas","Ingeniería en Sistemas","Estatal                                           ","Grado               ",5,1,0,0,5,1,0,0
2010,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Ingeniería en Sistemas","Ingeniería en Sistemas","Estatal                                           ","Grado               ",395,83,52,13,343,70,10,1
